FID,FID_,county,route_id,route_name,segment_id,segmt_name,steward_id,stew_unit,stew_type,segmt_type,route_type,foot,bicycle,horse,wheelchair,motor_vehi,etc_app,stew_name,length_f_1,length_m,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Length
997,0,Monterey, , , ,Palmero Way,monts5,Pebble Beach Company,Private,Secondary CCT,Sidewalk,yes,yes,no,no,yes,no,Pebble Beach Company,946,288,5af98b14-bcd8-4ddd-a4e1-9366a52ce629,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,288.265087143529
998,0,Monterey, , , ,Tennis Club parking lot to Cypress Drive,monts5,Pebble Beach Company,Private,Secondary CCT,Trail,yes,no,no,no,no,no,Pebble Beach Company,817,249,ed9133c2-b3e6-425e-97c3-f39fc81bce82,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,248.99700941513
999,0,Humboldt,humt40,Eureka Waterfront Trail,hum167,Eureka Waterfront Trail,hums2,City of Eureka,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,County of Humboldt,393,120,55d7718f-11db-4c6b-90ec-edc158296e4c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,119.645137237643
1000,0,Del Norte,dnt19,Wilson Creek to Klamath River Overlook,dn5,Coastal Trail Lagoon Creek,dnS7,Redwood NPS,NPS,Primary CCT,Trail,yes,no,no,no,no,yes,Redwood National Park,20824,6347,c9b02975-9fb4-415d-87a0-f4fc9b68b1f3,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,6347.20597749647
1001,0,Monterey, , , ,Tennis Club parking lot to Cypress Drive,monts5,Pebble Beach Company,Private,Secondary CCT,Trail,yes,no,no,no,no,no,Pebble Beach Company,77,24,3eb6e27e-7413-47e7-85fd-cff1f7a252dd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,23.5196021380848
1002,0,Humboldt,humt40,Eureka Waterfront Trail,hum85,Eureka Coast Guard Plaza - bayside end of F-Street,hums7,City of Eureka,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Eureka,290,88,4ee613ce-1a34-43dc-9946-3e4b3829eeee,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,88.4973580799969
1003,0,Humboldt,humt40,Eureka Waterfront Trail,hum85,Eureka Boardwalk,hums7,City of Eureka,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Eureka,303,92,558d1f5b-270a-49d8-a77d-4fb3cda1761c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,92.4274284744653
1004,0,Humboldt, , , ,Madaket Square Plaza along Eureka Waterfront Trail,hums7,City of Eureka,City,Primary CCT,Trail,yes,no,no,yes,no,no,City of Eureka,477,145,c0a554f2-72ad-47a6-9637-0cef12b4d4a5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,145.326336943083
1005,0,Monterey,montt06,Monterey Peninsula Recreational Trail,mont64,Monterey Peninsula Recreational Trail,monts1,Monterey County,County,Primary CCT,Trail,yes,yes,no,no,no,yes,County of Monterey,2554,778,aa7cc4eb-ad77-41c0-a3d4-a88ca9aa9d18,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,778.45509409753
1006,0,Monterey, , , ,Monterey Peninsula Recreational Trail,monts1,Monterey County,County,Secondary CCT,Trail,yes,yes,no,no,no,no,County of Monterey,2944,897,626478b9-8b3d-4371-baff-6088efa40ddd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,897.337406630815
1007,0,Humboldt, , , ,steps to Baker Beach,hums3,Trinidad Coastal Land Trust,Non-profit,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,Trinidad Coastal Land Trust,516,157,6c0d326d-024f-4eda-a598-30456b90376e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,157.378553007282
1008,0,Monterey, , , ,to Lover's Point Beach,monts3,City of Pacific Grove,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Pacific Grove,192,59,22fc5840-7bed-45e4-9847-c5a455e9da4d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,58.646503398341
1009,0,Humboldt, , , ,Baker Beach,hums2,County of Humboldt,County,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Humboldt,1562,476,2ca30649-ca1a-4614-92c8-f6d6ef999d89,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,476.15459600032
1010,0,Del Norte,dnt19,Wilson Creek to Klamath River Overlook,dn6,Coastal Trail (to Lagoon Creek and Yurok Loop),dnS7,Redwood NPS,NPS,Primary CCT,Trail,yes,no,no,no,no,yes,Redwood National Park,519,158,78195183-ba34-4c97-8506-78a9066ed4a2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,158.325570446318
1011,0,Humboldt, , , ,Beach access at Galindo Street,hums6,City of Trinidad,City,Secondary CCT,beach access,yes,no,no,no,no,no,City of Trinidad,425,129,c8f75e42-0ec3-4ec5-80cd-091f32cfe022,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,129.44041538719
1012,0,Humboldt, , , ,Edwards Street,hums6,City of Trinidad,City,Secondary CCT,Roadway,yes,yes,no,no,yes,no,City of Trinidad,1048,320,e803afea-8d4f-41f4-9105-f6d8e8769e1d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,319.504952277226
1013,0,Humboldt, , , ,Ocean Ave - East St - View Ave - Parker Creek Dr,hums6,City of Trinidad,City,Secondary CCT,Roadway,yes,yes,no,no,yes,no,City of Trinidad,1890,576,ae97f3b6-df9f-4964-9e94-9979ffc5021f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,575.95056034462
1014,0,Humboldt, , , ,Parker Creek Trail to Groth Lane to Scenic Drive,hums6,City of Trinidad,City,Secondary CCT,Trail,yes,no,no,no,no,no,City of Trinidad,875,267,2ea9e3d5-7f64-495c-9fcb-429ad8bca3b9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,266.649168396614
1015,0,Humboldt, , , ,Parker Creek Trail,hums6,City of Trinidad,City,Secondary CCT,Trail,yes,no,no,no,no,no,City of Trinidad,293,89,e29b000a-40fa-4ca8-80bf-1788d84c626a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,89.3211140873076
1016,0,Humboldt, , , ,Ocean Ave - Main Street - Scenic Ave,hums6,City of Trinidad,City,Secondary CCT,Roadway,yes,yes,no,no,yes,no,City of Trinidad,3856,1175,7b0281d1-3288-430b-ab4a-1bbe321f2d8a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1175.18593664306
1017,0,Humboldt, , , , ,hums6,City of Trinidad,City,Secondary CCT, , , , , , ,no,City of Trinidad,283,86,d2403f0c-37c3-492f-933e-996c23588360,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,86.129537166488
1018,0,Humboldt, , , ,Patrick's Point State Park trails,ca2,Patrick's Point State Park,State Parks,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,29,9,4c872964-f50f-469d-afb4-9e819bbabb16,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,8.92785109453772
1019,0,Humboldt,humt14,Trinidad State Beach to Elk Head, ,From Parking area to Mill Creek Trail,hums6,City of Trinidad,City,Primary CCT,Trail,yes,no,no,no,no,yes,City of Trinidad,1171,357,12879447-9fe9-46a9-942f-aacc5dfe9e0f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,357.051060476894
1020,0,Los Angeles,lat40,Avalon Waterfront,la217,Avalon Waterfront,las14,City of Avalon,City,Primary CCT,waterfront walkway,yes,yes,no,yes,yes,yes,City of Avalon,8414,2564,3312b4ab-8aca-4df3-8915-92fad4e43a9c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2564.47001927912
1021,0,Los Angeles,lat16,The Strand (Marvin Braude Bike Trail) - Santa Monica to Venice Beach,la92,South Bay Bicycle Trail - Marvin Braude Bike Trail,las1,Los Angeles County Parks,County,Primary CCT,Trail,yes,yes,no,yes,no,yes,County of Los Angeles,9558,2913,143f3806-8425-4a93-a02e-4e0d3c8d4be1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2913.43285988924
1022,0,Los Angeles,lat16,The Strand (Marvin Braude Bike Trail) - Santa Monica to Venice Beach,la93,Ocean Front Walk - approx California Ave to Bay St,las5,City of Santa Monica,City,Primary CCT,Trail,yes,no,no,yes,no,yes,City of Santa Monica,7074,2156,51b19494-dd2a-47ae-9df8-f21e29cff4df,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2156.20842590692
1023,0,Los Angeles,lat16,The Strand (marvin Braude Bike Trail) - Santa Monica to Venice Beach,la244,Ocean Front Walk - Navy St to W Washington Blvd,las1,Los Angeles County Dept of Beaches and Harbors,County,Primary CCT,Trail,yes,no,no,yes,no,yes,County of Los Angeles,10348,3154,d358d71e-b037-498a-8b20-eec44d08a53e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3154.22032863205
1024,0,Los Angeles,lat18,The Strand (Marvin Braude Bike Trail) - Playa del Rey to Redondo Beach,la99,Marvin Broude Bike Trail - South Bay Bicycle Trail,las1,Los Angeles County Parks,County,Primary CCT,Trail,yes,yes,no,yes,no,yes,County of Los Angeles,24072,7337,273e85ff-9ff3-4bca-a1ee-3a90420c8dc8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,7337.05159704929
1025,0,Los Angeles,lat18,The Strand (Marvin Braude Bike Trail) - Playa del Rey to Redondo Beach,la100,The Strand - Hermosa Beach,las8,City of Hermosa Beach,City,Primary CCT,Trail,yes,no,no,yes,no,yes,City of Hermosa Beach,11667,3556,1e909106-45f7-4483-92ba-5ea775620631,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3556.04489397945
1026,0,Los Angeles, , ,0,between North Ardmore Ave and North Valley Dr,las8,City of Hermosa Beach,City,Other Trail,Trail,yes,no,no, ,no,no,City of Hermosa Beach,15585,4750,2f932a98-1bb0-4727-a0b2-ec2a188dddaa,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,4750.21931080292
1027,0,Los Angeles, , ,0,Palos Verdes Drive West median trail,las10,City of Palos Verdes Estates,City,Other Trail,Trail,yes,yes,no,no,no,no,City of Palos Verdes Estates,12318,3755,eb621009-c56f-43bf-a2f1-bdca6d10ec04,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3754.57797036337
1028,0,Los Angeles,lat4,Point Dume Natural Preserve Trail,la32,Point Dume Natural Preserve trails,ca2,Point Dume Natural Preserve,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,2814,858,fc9c2de6-430a-44a4-acd6-31094a13c110,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,857.706470217398
1029,0,Los Angeles,lat3,Zuma-Trancas Beach Route,la25,Westward Beach,las1,Los Angeles County Dept of Beaches and Harbors,County,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,County of Los Angeles,6384,1946,a9e3f827-bbd6-40ca-88e3-9eff68d8bb04,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1945.78787033386
1030,0,Los Angeles,lat3,Zuma-Trancas Beach Route,la26,Zuma County Beach,las1,Los Angeles County Dept of Beaches and Harbors,County,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,County of Los Angeles,11157,3401,084258f4-52f6-4c3e-9593-3a1b4b6b5b9c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3400.81218628987
1031,0,Los Angeles, , ,0,LA Harbor paths,las15,Port of Los Angeles,Special District,Primary CCT - Needs Improvement,Trail,yes,yes,no,yes,no,no,Port of Los Angeles,4205,1282,c31c4637-4225-4e52-814f-f0606c5b4b17,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1281.71213387903
1032,0,Los Angeles,lat29,Point Fermin Trail,la155,Point Fermin Park along Paseo del Mar,las6,City of Los Angeles - San Pedro,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Los Angeles,7512,2290,ba9839ca-383a-495c-9385-035294cb263f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2289.63897089379
1033,0,Los Angeles, , ,0,Alley betwn Paseo del Mar and Shepard St.,las6,City of Los Angeles - San Pedro,City,Secondary CCT,Roadway,yes,yes,no, ,yes,no,City of Los Angeles,1092,333,d21912e3-88b6-4b1a-bf4e-cd8e13302954,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,332.755765445712
1034,0,Los Angeles,lat29,Point Fermin Trail,la157,Bluff Place,las6,City of Los Angeles - San Pedro,City,Secondary CCT,Sidewalk,yes,yes,no,no,yes,yes,City of Los Angeles,624,190,28b91fcb-72ca-4d3d-b090-848eca49134a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,190.194250557779
1035,0,Los Angeles,lat30,Cabrillo Beach Trail,la163,Cabrillo Beach -path - inside breakwater,las6,City of Los Angeles,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Los Angeles,1486,453,99fef8b8-946e-41f1-88a9-69675cfee03c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,452.863935299319
1036,0,Los Angeles,lat23,Vicente Bluffs Reserve,la125,Vicente Bluffs Reserve trails - Seascape Trail,las12,City of Rancho Palos Verdes,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Rancho Palos Verdes,3389,1033,b8cd3b91-f821-41ea-b749-2bb304b3a729,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1032.96169003788
1037,0,Los Angeles,lat23,Vicente Bluffs Reserve,la126,Point Vicent Interpretive Ctr to Pelican Cove Park,las12,City of Rancho Palos Verdes,City,Secondary CCT,Trail,yes,yes,no,no,no,yes,City of Rancho Palos Verdes,1779,542,3a89eeea-5912-4e30-b24f-d5739523b31a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,542.193214961941
1038,0,Los Angeles,lat24,Terranea Trail,la132,Terranea Resort Trails,Private,Terranea Resort,Private,Primary CCT,Trail,yes,no,no,no,no,yes,Private,6203,1891,fd9b3dc1-7ee8-4b22-9e2a-a51f944284fe,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1890.6393548839
1039,0,Los Angeles, , ,0,Blufftop Walkway - on Esplanade S of Knob Hill Ave,las9,City of Redondo Beach,City,Primary CCT,Trail,yes,yes,no, ,no,no,City of Redondo Beach,6012,1832,7848f05a-bd77-4f7c-b5fd-b6d6288c8728,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1832.42669310005
1040,0,Los Angeles, , ,0,W & E Harry Bridges Blvd to Foot of Avalon,las6,City of Los Angeles,City,Secondary CCT,Sidewalk,yes,yes,no, ,yes,no,City of Los Angeles,8241,2512,a115723c-8289-4b24-b50f-8a92c5f912b4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2511.87379595775
1041,0,Los Angeles, , ,0,John S. Gibson Blvd.,las6,City of Los Angeles,City,Secondary CCT,Sidewalk,yes,yes,no, ,yes,no,City of Los Angeles,7442,2268,c255ca6a-9783-4acf-9e05-5613533d80b8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2268.45686258509
1042,0,Los Angeles, , ,0,Blufftop Walkway - Veterans Park to Knob Hill Ave,las9,City of Redondo Beach,City,Primary CCT,Trail,yes,yes,no, ,no,no,City of Redondo Beach,4777,1456,de908124-b72e-4eba-8311-c8037149d802,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1456.08654204666
1043,0,Los Angeles, , ,0,Vicente Bluffs Reserve trails - Golden Cove Trail,las12,City of Rancho Palos Verdes,City,Primary CCT,Trail,yes,yes,no,no,no,no,City of Rancho Palos Verdes,1907,581,6ecc49fc-79ac-49d3-9a67-76c193f0bee4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,581.349727159243
1044,0,Los Angeles, , ,0,Vicente Bluffs Reserve trails,las12,City of Rancho Palos Verdes,City,Primary CCT,Trail,yes,yes,no,no,no,no,City of Rancho Palos Verdes,315,96,dc00b836-3724-4a9e-8582-bd5cdb54f9d8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,96.0477296024367
1045,0,Los Angeles,lat23,Vicente Bluffs Reserve,la127,Vicente Bluffs Reserve trails - Golden Cove Trail,las12,City of Rancho Palos Verdes,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Rancho Palos Verdes,2556,779,cbd94204-1e98-494c-9328-84c6e3ca2937,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,778.927928695784
1046,0,Los Angeles, , ,0,Alameda Street,las6,City of Los Angeles,City,Secondary CCT,Sidewalk,yes,yes,no, ,yes,no,City of Los Angeles,5882,1793,5a93b2f7-b8da-4153-b168-4d4bd54e3fb6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1792.86462514736
1047,0,Los Angeles, , ,0,Palos Verdes Drive West,las10,City of Palos Verdes Estates,City,Primary CCT - Needs Improvement,Trail,yes,yes,no, ,no,no,City of Palos Verdes Estates,1256,383,c430ff42-7bb2-49ed-8d8f-1f68ce76b32b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,382.754707619748
1048,0,Los Angeles, , ,0,Dockweiler State Beach,ca2,Dockweiler State Beach,County,Beach or Shoreline Route CCT,Beach,yes,no,no, ,no,no,County of Los Angeles,22305,6799,c23d576b-387d-4e0a-aae8-e0041c72ce1a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,6798.55145452311
1049,0,Los Angeles, , ,0,Manhattan County Beach,las1,Los Angeles County Parks,County,Beach or Shoreline Route CCT,Beach,yes,no,no, ,no,no,County of Los Angeles,13496,4114,72ca93c0-877c-4f68-ac42-70b3371045d4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,4113.58977710583
1050,0,Los Angeles, , ,0,Redondo County Beach,las1,Los Angeles County Dept of Beaches and Harbors,County,Beach or Shoreline Route CCT,Beach,yes,no,no, ,no,no,County of Los Angeles,10304,3141,3291c576-3d93-49e0-8027-e70881a8fb8e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3140.63621380453
1051,0,Monterey,montt10,Spanish Bay to Bird Rock Point,mont7,Spanish Bay to Bird Rock Point,monts5,Pebble Beach Company,Private,Primary CCT,Trail,yes,no,no,no,no,yes,Pebble Beach Company,240,73,efaf4953-9563-472c-a4b9-940a30db6b8b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,73.2557500062886
1052,0,Monterey,montt44,Sand Dollar Beach,mont442,Coast Trail (Pacific Valley Segment) - Sand Dollar Beach to Jade Cove Trail,usfs1,Los Padres National Forest,US Forest Service,Other Trail,Trail,yes,no,no,no,no,yes,U.S. Forest Service,8960,2731,405e89ba-8e3e-4eb8-8a33-f26e63f39854,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2730.86490379824
1053,0,Monterey,montt44,Sand Dollar Beach,mont441,stairs to Sand Dollar Beach,usfs1,Los Padres National Forest,US Forest Service,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,U.S. Forest Service,515,157,5c3cf6cb-881f-4c93-8399-63558a994973,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,156.982285459332
1054,0,Monterey,montt22,Andrew Molera State Park,mont59,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,3708,1130,63c82132-4996-4ba0-b575-92c32bacd43f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1130.18310356739
1055,0,Monterey,montt22,Andrew Molera State Park,mont163,Andrew Molera State Park - Bobcat Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,10216,3114,84f137cd-5cd1-44d6-b9c0-d37b9f928579,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3113.97759453498
1056,0,Monterey,montt10,Spanish Bay to Bird Rock Point,mont118,Spanish Bay to Bird Rock Point,monts5,Pebble Beach Company,Private,Primary CCT,Trail,yes,no,no,no,no,yes,Pebble Beach Company,203,62,528a82f5-72ac-4e7d-a036-0c6f8d985b5b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,61.9765669387069
1057,0,Monterey,montt10,Spanish Bay to Bird Rock Point,mont114,Spanish Bay to Bird Rock Point,monts5,Pebble Beach Company,Private,Primary CCT,Trail,yes,no,no,no,no,yes,Pebble Beach Company,1888,575,a0c15c78-d0a4-4d10-9ae6-110a32286f4e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,575.459034482022
1058,0,Monterey,montt10,Spanish Bay to Bird Rock Point,mont113,Spanish Bay to Bird Rock Point,monts5,Pebble Beach Company,Private,Primary CCT,Trail,yes,no,no,no,no,yes,Pebble Beach Company,619,189,bc8c7e9f-fcc7-44b1-8101-76025f66791f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,188.7488255974
1059,0,Monterey, , , ,Bird Rock Point to Fan Shell Beach,monts5,Pebble Beach Company,Private,Primary CCT,Trail,yes,no,no,no,no,no,Pebble Beach Company,410,125,befca4eb-fa8c-4a5f-bda9-c136a6e11543,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,125.058801513775
